file,length(s)
39_11/Home_Visit/Processing/Video_Files/39_11_parent1.mp4,3000.064
39_11/Home_Visit/Processing/Video_Files/39_11_video.mp4,3780.736
39_09/Home_Visit/Processing/Video_Files/39_09_down1.mp4,951.936
39_09/Home_Visit/Processing/Video_Files/39_09_parent1.mp4,3871.616
39_09/Home_Visit/Processing/Video_Files/39_09_down3.mp4,2305.536
39_09/Home_Visit/Processing/Video_Files/39_09_up1.mp4,3837.312
39_09/Home_Visit/Processing/Video_Files/39_09_video.mp4,3652.117333
39_09/Home_Visit/Processing/Video_Files/39_09_down2.mp4,378.624
39_08/Home_Visit/Processing/Video_Files/39_08_down1.mp4,2468.48
39_08/Home_Visit/Processing/Video_Files/39_08_down2.mp4,788.864
39_08/Home_Visit/Processing/Video_Files/39_08_up1.mp4,3899.392
39_08/Home_Visit/Processing/Video_Files/39_08_video.mp4,3845.674667
39_10/Home_Visit/Processing/Video_Files/39_10_video.mp4,3558.485333
39_10/Home_Visit/Processing/Video_Files/39_10_down1.mp4,3632.64
39_10/Home_Visit/Processing/Video_Files/39_10_parent1.mp4,3675.648
39_10/Home_Visit/Processing/Video_Files/39_10_up1.mp4,3630.72
39_06/Home_Visit/Processing/Video_Files/39_06_video.mp4,3695.381333
39_06/Home_Visit/Processing/Video_Files/39_6_down1.mp4,3783.68
39_06/Home_Visit/Processing/Video_Files/39_6_up1.mp4,3782.144
39_13/Home_Visit/Processing/Video_Files/39_13_video.mp4,3633.152
09_17/Home_Visit/Processing/Video_Files/09_17_parent1.mp4,3728.896
09_17/Home_Visit/Processing/Video_Files/09_17_down1.mp4,121.728
09_17/Home_Visit/Processing/Video_Files/09_17_video.mp4,3624.448
09_17/Home_Visit/Processing/Video_Files/09_17_up1.mp4,3772.672
09_17/Home_Visit/Processing/Video_Files/09_17_down2.mp4,75.52
09_11/Home_Visit/Processing/Video_Files/09_11_down1.mp4,3809.28
09_11/Home_Visit/Processing/Video_Files/09_11_up1.mp4,3654.528
