file,length(s)
11_15/Home_Visit/Processing/Video_Files/11_15_video.mp4,3640.533333
22_06/Home_Visit/Processing/Video_Files/22_06_video.mp4,3632.618667
22_13/Home_Visit/Processing/Video_Files/22_13_video.mp4,3548.949333
22_12/Home_Visit/Processing/Video_Files/22_12_video.mp4,3613.909333
22_14/Home_Visit/Processing/Video_Files/22_14_video.mp4,3830.058667
22_09/Home_Visit/Processing/Video_Files/22_09_video.mp4,3756.074667
22_07/Home_Visit/Processing/Video_Files/22_07_video.mp4,3578.645333
22_15/Home_Visit/Processing/Video_Files/22_15_video.mp4,3609.344
22_10/Home_Visit/Processing/Video_Files/22_10_video.mp4,3293.845333
22_11/Home_Visit/Processing/Video_Files/22_11_video.mp4,3654.314667
22_08/Home_Visit/Processing/Video_Files/22_08_video.mp4,3772.629333
27_11/Home_Visit/Processing/Video_Files/27_11_video.mp4,4050.538667
27_10/Home_Visit/Processing/Video_Files/27_10_video.mp4,3878.549333
27_08/Home_Visit/Processing/Video_Files/27_8_video.mp4,3698.837333
27_12/Home_Visit/Processing/Video_Files/27_12_video.mp4,3921.450667
27_07/Home_Visit/Processing/Video_Files/27_07_video.mp4,3706.026667
27_13/Home_Visit/Processing/Video_Files/27_13_video.mp4,3857.386667
27_09/Home_Visit/Processing/Video_Files/27_09_video.mp4,3731.733333
27_06/Home_Visit/Processing/Video_Files/27_06_video.mp4,3549.205333
03_11/Home_Visit/Processing/Video_Files/03_11_video.mp4,3839.872
03_08/Home_Visit/Processing/Video_Files/03_08_video.mp4,3814.570667
03_06/Home_Visit/Processing/Video_Files/03_06_video.mp4,3902.592
03_16/Home_Visit/Processing/Video_Files/03_16_video.mp4,3646.4
03_15/Home_Visit/Processing/Video_Files/03_15_video.mp4,3495.594667
03_12/Home_Visit/Processing/Video_Files/03_12_video.mp4,3841.408
03_09/Home_Visit/Processing/Video_Files/03_09_video.mp4,3873.237333
03_17/Home_Visit/Processing/Video_Files/03_17_video.mp4,3900.16
03_14/Home_Visit/Processing/Video_Files/03_14_video.mp4,3872.832
03_10/Home_Visit/Processing/Video_Files/03_10_video.mp4,3867.434667
03_07/Home_Visit/Processing/Video_Files/03_07_video.mp4,4176.042667
03_13/Home_Visit/Processing/Video_Files/03_13_video.mp4,3146.517333
05_06/video/05_06_video.mp4,3746.112
45_08/Home_Visit/Processing/Video_Files/45_08_video.mp4,3536.405333
45_06/Home_Visit/Processing/Video_Files/45_06_video.mp4,3611.434667
45_10/Home_Visit/Processing/Video_Files/45_10_video.mp4,3446.272
45_09/Home_Visit/Processing/Video_Files/45_09_video.mp4,3091.648
45_11/Home_Visit/Processing/Video_Files/45_11_video.mp4,3766.186667
45_07/Home_Visit/Processing/Video_Files/45_07_video.mp4,3454.208
34_09/Home_Visit/Processing/Video_Files/34_09_video.mp4,3664.085333
34_11/Home_Visit/Processing/Video_Files/34_11_video.mp4,3532.096
34_08/Home_Visit/Processing/Video_Files/34_08_video.mp4,3795.157333
34_07/Home_Visit/Processing/Video_Files/34_07_video.mp4,3679.445333
34_12/Home_Visit/Processing/Video_Files/34_12_video.mp4,3569.365333
34_13/Home_Visit/Processing/Video_Files/34_13_video.mp4,3885.738667
34_06/Home_Visit/Processing/Video_Files/34_06_video.mp4,3509.034667
34_10/Home_Visit/Processing/Video_Files/34_10_video.mp4,3555.008
21_14/Home_Visit/Processing/Video_Files/21_14_video.mp4,3554.474667
21_09/Home_Visit/Processing/Video_Files/21_09_video.mp4,3579.498667
21_07/Home_Visit/Processing/Video_Files/21_07_video.mp4,3759.978667
21_08/Home_Visit/Processing/Video_Files/21_08_video.mp4,3792.597333
21_12/Home_Visit/Processing/Video_Files/21_12_video.mp4,3543.146667
21_13/Home_Visit/Processing/Video_Files/21_13_video.mp4,3844.138667
21_10/Home_Visit/Processing/Video_Files/21_10_video.mp4,3721.258667
21_15/Home_Visit/Processing/Video_Files/21_15_video.mp4,3583.317333
21_06/Home_Visit/Processing/Video_Files/21_06_video.mp4,3908.672
21_11/Home_Visit/Processing/Video_Files/21_11_video.mp4,3646.869333
13_07/Home_Visit/Processing/Video_Files/13_07_video.mp4,3726.229333
13_11/Home_Visit/Processing/Video_Files/13_11_video.mp4,3782.336
13_12/Home_Visit/Processing/Video_Files/13_12_video.mp4,3612.437333
13_08/Home_Visit/Processing/Video_Files/13_08_video.mp4,3751.637333
13_09/Home_Visit/Processing/Video_Files/13_09_video.mp4,3660.693333
13_16/Home_Visit/Processing/Video_Files/13_16_video.mp4,3460.650667
13_14/Home_Visit/Processing/Video_Files/13_14_video.mp4,3680.405333
13_15/Home_Visit/Processing/Video_Files/13_15_video.mp4,3547.285333
13_06/Home_Visit/Processing/Video_Files/13_06_video.mp4,4116.181333
13_17/Home_Visit/Processing/Video_Files/13_17_video.mp4,3529.962667
13_13/Home_Visit/Processing/Video_Files/13_13_video.mp4,3476.565333
13_10/Home_Visit/Processing/Video_Files/13_10_video.mp4,3516.672
38_07/Home_Visit/Processing/Video_Files/38_7_video.mp4,3542.634667
38_11/Home_Visit/Processing/Video_Files/38_11_video.mp4,4267.861333
38_09/Home_Visit/Processing/Video_Files/38_09_video.mp4,3587.605333
38_12/Home_Visit/Processing/Video_Files/38_12_video.mp4,3430.634667
38_06/Home_Visit/Processing/Video_Files/38_06_video.mp4,3561.898667
38_10/Home_Visit/Processing/Video_Files/38_10_video.mp4,3565.76
38_13/Home_Visit/Processing/Video_Files/38_13_video.mp4,3836.074667
38_08/Home_Visit/Processing/Video_Files/38_08_video.mp4,3593.962667
44_08/Home_Visit/Processing/Video_Files/44_08_video.mp4,3671.061333
44_06/Home_Visit/Processing/Video_Files/44_06_video.mp4,3559.146667
44_09/Home_Visit/Processing/Video_Files/44_09_video.mp4,3713.514667
44_10/Home_Visit/Processing/Video_Files/44_10_video.mp4,3493.781333
44_11/Home_Visit/Processing/Video_Files/44_11_video.mp4,4017.642667
44_07/Home_Visit/Processing/Video_Files/44_07_video.mp4,2310.314667
35_12/Home_Visit/Processing/Video_Files/35_12_video.mp4,3808.064
35_11/Home_Visit/Processing/Video_Files/35_11_video.mp4,3880.106667
35_08/Home_Visit/Processing/Video_Files/35_08_video.mp4,3842.112
35_07/Home_Visit/Processing/Video_Files/35_07_video.mp4,3819.584
35_10/Home_Visit/Processing/Video_Files/35_10_video.mp4,3913.301333
35_06/Home_Visit/Processing/Video_Files/35_06_video.mp4,3640.704
35_09/Home_Visit/Processing/Video_Files/35_09_video.mp4,3715.178667
32_11/Home_Visit/Processing/Video_Files/32_11_video.mp4,3683.904
32_10/Home_Visit/Processing/Video_Files/32_10_video.mp4,3541.909333
32_13/Home_Visit/Processing/Video_Files/32_13_video.mp4,3576.832
32_06/Home_Visit/Processing/Video_Files/32_06_video.mp4,3786.24
32_08/Home_Visit/Processing/Video_Files/32_08_video.mp4,3509.376
32_12/Home_Visit/Processing/Video_Files/32_12_video.mp4,3790.549333
32_07/Home_Visit/Processing/Video_Files/32_07_video.mp4,3749.717333
32_09/Home_Visit/Processing/Video_Files/32_09_video.mp4,3717.909333
04_06/Home_Visit/Processing/Video_Files/04_06_video.mp4,3694.954667
04_07/Home_Visit/Processing/Video_Files/04_07_video.mp4,3926.912
04_08/Home_Visit/Processing/Video_Files/04_08_video.mp4,3907.626667
04_10/Home_Visit/Processing/Video_Files/04_10_video.mp4,3953.322667
04_17/Home_Visit/Processing/Video_Files/04_17_video.mp4,3783.381333
04_13/Home_Visit/Processing/Video_Files/04_13_video.mp4,4018.176
04_15/Home_Visit/Processing/Video_Files/04_15_video.mp4,3611.968
04_12/Home_Visit/Processing/Video_Files/04_12_video.mp4,3501.930667
04_16/Home_Visit/Processing/Video_Files/04_16_video.mp4,3629.354667
04_14/Home_Visit/Processing/Video_Files/04_14_video.mp4,3691.456
04_11/Home_Visit/Processing/Video_Files/04_11_video.mp4,3998.058667
04_09/Home_Visit/Processing/Video_Files/04_09_video.mp4,3493.632
40_11/Home_Visit/Processing/Video_Files/40_11_video.mp4,3409.109333
40_08/Home_Visit/Processing/Video_Files/40_08_video.mp4,3712.0
40_07/Home_Visit/Processing/Video_Files/40_07_video.mp4,3599.104
40_06/Home_Visit/Processing/Video_Files/40_06_video.mp4,3346.048
40_13/Home_Visit/Processing/Video_Files/40_13_video.mp4,3725.546667
40_10/Home_Visit/Processing/Video_Files/40_10_video.mp4,3921.813333
40_09/Home_Visit/Processing/Video_Files/40_09_video.mp4,3777.898667
40_12/Home_Visit/Processing/Video_Files/40_12_video.mp4,3644.245333
26_12/Home_Visit/Processing/Video_Files/26_12_video.mp4,3611.946667
26_13/Home_Visit/Processing/Video_Files/26_13_video.mp4,3515.178667
26_08/Home_Visit/Processing/Video_Files/26_8_video.mp4,3673.429333
26_11/Home_Visit/Processing/Video_Files/26_11_video.mp4,3842.410667
26_10/Home_Visit/Processing/Video_Files/26_10_video.mp4,3867.733333
26_06/Home_Visit/Processing/Video_Files/26_06_video.mp4,3817.642667
26_07/Home_Visit/Processing/Video_Files/26_07_video.mp4,3733.994667
26_09/Home_Visit/Processing/Video_Files/26_09_video.mp4,3649.578667
46_08/Home_Visit/Processing/Video_Files/46_08_video.mp4,3593.792
46_10/Home_Visit/Processing/Video_Files/46_10_video.mp4,3603.434667
46_11/Home_Visit/Processing/Video_Files/46_11_video.mp4,3558.784
46_06/Home_Visit/Processing/Video_Files/46_06_video.mp4,3895.893333
46_09/Home_Visit/Processing/Video_Files/46_09_video.mp4,3479.274667
46_07/Home_Visit/Processing/Video_Files/46_07_video.mp4,3625.194667
12_10/Home_Visit/Processing/Video_Files/12_10_video.mp4,3038.165333
12_08/Home_Visit/Processing/Video_Files/12_08_video.mp4,3577.28
12_06/Home_Visit/Processing/Video_Files/12_06_video.mp4,3681.173333
12_09/Home_Visit/Processing/Video_Files/12_09_video.mp4,3590.357333
12_07/Home_Visit/Processing/Video_Files/12_07_video.mp4,3331.285333
12_13/Home_Visit/Processing/Video_Files/12_13_video.mp4,3755.754667
12_12/Home_Visit/Processing/Video_Files/12_12_video.mp4,3721.621333
12_16/Home_Visit/Processing/Video_Files/12_16_video.mp4,3606.165333
12_11/Home_Visit/Processing/Video_Files/12_11_video.mp4,3416.554667
12_17/Home_Visit/Processing/Video_Files/12_17_video.mp4,3585.514667
12_14/Home_Visit/Processing/Video_Files/12_14_video.mp4,3722.794667
12_15/Home_Visit/Processing/Video_Files/12_15_video.mp4,3672.725333
16_11/Home_Visit/Processing/Video_Files/16_11_video.mp4,3784.021333
16_13/Home_Visit/Processing/Video_Files/16_13_video.mp4,3705.429333
16_08/Home_Visit/Processing/Video_Files/16_08_video.mp4,3677.632
16_12/Home_Visit/Processing/Video_Files/16_12_video.mp4,3584.981333
16_06/Home_Visit/Processing/Video_Files/16_06_video.mp4,3595.52
16_07/Home_Visit/Processing/Video_Files/16_07_video.mp4,3806.762667
16_14/Home_Visit/Processing/Video_Files/16_14_video.mp4,3551.957333
16_10/Home_Visit/Processing/Video_Files/16_10_video.mp4,3816.170667
16_15/Home_Visit/Processing/Video_Files/16_15_video.mp4,3916.586667
16_09/Home_Visit/Processing/Video_Files/16_09_video.mp4,3601.301333
25_07/Home_Visit/Processing/Video_Files/25_07_video.mp4,3355.306667
25_10/Home_Visit/Processing/Video_Files/25_10_video.mp4,3729.130667
25_11/Home_Visit/Processing/Video_Files/25_11_video.mp4,3658.453333
25_06/Home_Visit/Processing/Video_Files/25_06_video.mp4,3809.408
25_13/Home_Visit/Processing/Video_Files/25_13_video.mp4,3634.368
25_12/Home_Visit/Processing/Video_Files/25_12_video.mp4,3528.96
25_08/Home_Visit/Processing/Video_Files/25_08_video.mp4,3693.888
25_09/Home_Visit/Processing/Video_Files/25_09_video.mp4,3767.893333
29_08/Home_Visit/Processing/Video_Files/29_8_video.mp4,3536.256
29_11/Home_Visit/Processing/Video_Files/29_11_video.mp4,3677.248
29_06/Home_Visit/Processing/Video_Files/29_06_video.mp4,3416.810667
29_09/Home_Visit/Processing/Video_Files/29_09_video.mp4,3503.274667
29_10/Home_Visit/Processing/Video_Files/29_10_video.mp4,3766.698667
29_07/Home_Visit/Processing/Video_Files/29_07_video.mp4,3537.642667
29_12/Home_Visit/Processing/Video_Files/29_12_video.mp4,3499.370667
29_13/Home_Visit/Processing/Video_Files/29_13_video.mp4,3718.250667
42_10/Home_Visit/Processing/Video_Files/42_10_video.mp4,3431.722667
42_06/Home_Visit/Processing/Video_Files/42_06_video.mp4,3745.066667
42_11/Home_Visit/Processing/Video_Files/42_11_video.mp4,3424.128
42_08/Home_Visit/Processing/Video_Files/42_08_video.mp4,3428.330667
42_07/Home_Visit/Processing/Video_Files/42_07_video.mp4,3662.954667
42_09/Home_Visit/Processing/Video_Files/42_09_video.mp4,3502.336
37_10/Home_Visit/Processing/Video_Files/37_10_video.mp4,3689.344
37_07/Home_Visit/Processing/Video_Files/37_07_video.mp4,3543.573333
37_11/Home_Visit/Processing/Video_Files/37_11_video.mp4,3589.610667
37_08/Home_Visit/Processing/Video_Files/37_08_video.mp4,3766.528
37_06/Home_Visit/Processing/Video_Files/37_06_video.mp4,3620.821333
37_09/Home_Visit/Processing/Video_Files/37_09_video.mp4,3534.506667
37_13/Home_Visit/Processing/Video_Files/37_13_video.mp4,3836.629333
24_06/Home_Visit/Processing/Video_Files/24_06_video.mp4,3853.312
06_16/Home_Visit/Processing/Video_Files/06_16_video.mp4,3467.84
06_10/Home_Visit/Processing/Video_Files/06_10_video.mp4,3447.978667
06_08/Home_Visit/Processing/Video_Files/06_08_video.mp4,3593.493333
06_12/Home_Visit/Processing/Video_Files/06_12_video.mp4,3674.88
06_06/Home_Visit/Processing/Video_Files/06_06_video.mp4,4492.352
06_17/Home_Visit/Processing/Video_Files/06_17_video.mp4,3736.0
06_07/Home_Visit/Processing/Video_Files/06_07_video.mp4,3440.533333
06_11/Home_Visit/Processing/Video_Files/06_11_video.mp4,3681.237333
06_14/Home_Visit/Processing/Video_Files/06_14_video.mp4,4364.949333
06_09/Home_Visit/Processing/Video_Files/06_09_video.mp4,3620.821333
06_13/Home_Visit/Processing/Video_Files/06_13_video.mp4,3719.381333
06_15/Home_Visit/Processing/Video_Files/06_15_video.mp4,3639.744
33_06/Home_Visit/Processing/Video_Files/33_06_video.mp4,3784.938667
33_10/Home_Visit/Processing/Video_Files/33_10_video.mp4,3664.064
33_13/Home_Visit/Processing/Video_Files/33_13_video.mp4,3638.101333
33_12/Home_Visit/Processing/Video_Files/33_12_video.mp4,3837.696
33_07/Home_Visit/Processing/Video_Files/33_07_video.mp4,3670.4
33_11/Home_Visit/Processing/Video_Files/33_11_video.mp4,3592.021333
33_08/Home_Visit/Processing/Video_Files/33_08_video.mp4,3646.698667
33_09/Home_Visit/Processing/Video_Files/33_09_video.mp4,3650.154667
18_13/Home_Visit/Processing/Video_Files/18_13_video.mp4,3577.173333
18_15/Home_Visit/Processing/Video_Files/18_15_video.mp4,3637.333333
18_10/Home_Visit/Processing/Video_Files/18_10_video.mp4,3604.16
18_06/Home_Visit/Processing/Video_Files/18_06_video.mp4,3914.304
18_07/Home_Visit/Processing/Video_Files/18_07_video.mp4,3719.722667
18_09/Home_Visit/Processing/Video_Files/18_09_video.mp4,3266.218667
18_08/Home_Visit/Processing/Video_Files/18_08_video.mp4,3578.197333
18_11/Home_Visit/Processing/Video_Files/18_11_video.mp4,3776.597333
18_12/Home_Visit/Processing/Video_Files/18_12_video.mp4,3618.688
18_14/Home_Visit/Processing/Video_Files/18_14_video.mp4,3378.304
36_10/Home_Visit/Processing/Video_Files/36_10_video.mp4,3552.170667
36_07/Home_Visit/Processing/Video_Files/36_07_video.mp4,3701.824
36_09/Home_Visit/Processing/Video_Files/36_09_video.mp4,3508.544
36_08/Home_Visit/Processing/Video_Files/36_08_video.mp4,3690.944
36_06/Home_Visit/Processing/Video_Files/36_06_video.mp4,3648.938667
36_11/Home_Visit/Processing/Video_Files/36_11_video.mp4,3457.557333
36_13/Home_Visit/Processing/Video_Files/36_13_video.mp4,3783.338667
36_12/Home_Visit/Processing/Video_Files/36_12_video.mp4,3641.706667
25_Gate/25_08/Home_Visit/Processing/Video_Files/25_08_video.mp4,3693.888
43_09/Home_Visit/Processing/Video_Files/43_09_video.mp4,3610.24
